Sequence,Word,Tag,T1_Raw,T1_Plot,T2_Raw,T2_Plot
42,You,PRON,8,-8,23.56,23.56
45,it,PRON,5,5,12.42,-12.42
47,it,PRON,5,5,12.42,-12.42
51,it,PRON,5,5,12.42,-12.42
69,you,PRON,8,-8,23.56,23.56
77,you,PRON,8,-8,23.56,23.56
88,you,PRON,8,-8,23.56,23.56
224,I,PRON,4,-4,9.59,9.59
335,What,PRON,17,17,117.45,117.45
428,Its,PRON,8,-8,55.27,55.27
442,Our,PRON,13,13,89.81,89.81
456,He,PRON,5,5,14.17,-14.17
527,Its,PRON,8,-8,55.27,55.27
539,its,PRON,8,-8,55.27,55.27
546,Who,PRON,17,17,117.45,117.45
548,What,PRON,17,17,117.45,117.45
581,His,PRON,11,11,76.00,76.00
600,their,PRON,15,15,103.63,103.63
689,I,PRON,4,-4,9.59,9.59
903,My,PRON,9,9,62.18,-62.18
909,his,PRON,11,11,76.00,76.00
912,me,PRON,10,-10,69.09,69.09
946,itself,PRON,27,27,186.54,-186.54
948,it,PRON,5,5,12.42,-12.42
954,We,PRON,11,11,76.00,76.00
967,its,PRON,8,-8,55.27,55.27
975,its,PRON,8,-8,55.27,55.27
982,its,PRON,8,-8,55.27,55.27
989,its,PRON,8,-8,55.27,55.27
993,odour,PRON,22,-22,151.99,151.99
998,itself,PRON,27,27,186.54,-186.54
1033,its,PRON,8,-8,55.27,55.27
1043,it,PRON,5,5,12.42,-12.42
1047,its,PRON,8,-8,55.27,55.27
1072,our,PRON,13,13,89.81,89.81
1087,it,PRON,5,5,12.42,-12.42
1112,it,PRON,5,5,12.42,-12.42
1132,its,PRON,8,-8,55.27,55.27
1139,I,PRON,4,-4,9.59,9.59
1185,I,PRON,4,-4,9.59,9.59
1213,I,PRON,4,-4,9.59,9.59
1214,they,PRON,6,-6,41.45,41.45
1221,they,PRON,6,-6,41.45,41.45
1231,their,PRON,15,15,103.63,103.63
1239,them,PRON,15,15,103.63,103.63
1283,It,PRON,5,5,12.42,-12.42
1297,our,PRON,13,13,89.81,89.81
1346,our,PRON,13,13,89.81,89.81
1354,we,PRON,11,11,76.00,76.00
1424,whom,PRON,26,-26,179.63,179.63
1444,they,PRON,6,-6,41.45,41.45
1469,whom,PRON,26,-26,179.63,179.63
1506,their,PRON,15,15,103.63,103.63
1513,them,PRON,15,15,103.63,103.63
1516,he,PRON,5,5,14.17,-14.17
1518,them,PRON,15,15,103.63,103.63
1526,who,PRON,17,17,117.45,117.45
1531,They,PRON,6,-6,41.45,41.45
1541,their,PRON,15,15,103.63,103.63
1577,they,PRON,6,-6,41.45,41.45
1621,It,PRON,5,5,12.42,-12.42
1655,it,PRON,5,5,12.42,-12.42
1677,they,PRON,6,-6,41.45,41.45
1687,we,PRON,11,11,76.00,76.00
1701,their,PRON,15,15,103.63,103.63
1711,whose,PRON,21,21,145.08,145.08
1733,who,PRON,17,17,117.45,117.45
1782,whose,PRON,21,21,145.08,145.08
1805,He,PRON,5,5,14.17,-14.17
1845,them,PRON,15,15,103.63,103.63
1850,who,PRON,17,17,117.45,117.45
1855,we,PRON,11,11,76.00,76.00
1870,it,PRON,5,5,12.42,-12.42
1886,It,PRON,5,5,12.42,-12.42
1895,who,PRON,17,17,117.45,117.45
1897,their,PRON,15,15,103.63,103.63
1904,who,PRON,17,17,117.45,117.45
1906,them,PRON,15,15,103.63,103.63
1911,their,PRON,15,15,103.63,103.63
1927,It,PRON,5,5,12.42,-12.42
2015,they,PRON,6,-6,41.45,41.45
2018,it,PRON,5,5,12.42,-12.42
2021,it,PRON,5,5,12.42,-12.42
2036,their,PRON,15,15,103.63,103.63
2061,they,PRON,6,-6,41.45,41.45
2100,it,PRON,5,5,12.42,-12.42
2119,our,PRON,13,13,89.81,89.81
2140,his,PRON,11,11,76.00,76.00
2202,their,PRON,15,15,103.63,103.63
2227,They,PRON,6,-6,41.45,41.45
2264,it,PRON,5,5,12.42,-12.42
2265,They,PRON,6,-6,41.45,41.45
2267,it,PRON,5,5,12.42,-12.42
2269,their,PRON,15,15,103.63,103.63
2312,It,PRON,5,5,12.42,-12.42
2344,their,PRON,15,15,103.63,103.63
2373,their,PRON,15,15,103.63,103.63
2420,they,PRON,6,-6,41.45,41.45
2422,they,PRON,6,-6,41.45,41.45
2428,our,PRON,13,13,89.81,89.81
2456,they,PRON,6,-6,41.45,41.45
2515,our,PRON,13,13,89.81,89.81
2526,whom,PRON,26,-26,179.63,179.63
2576,his,PRON,11,11,76.00,76.00
2597,their,PRON,15,15,103.63,103.63
2638,we,PRON,11,11,76.00,76.00
2640,its,PRON,8,-8,55.27,55.27
2652,Their,PRON,15,15,103.63,103.63
2726,we,PRON,11,11,76.00,76.00
2730,we,PRON,11,11,76.00,76.00
2739,it,PRON,5,5,12.42,-12.42
2762,our,PRON,13,13,89.81,89.81
2770,Their,PRON,15,15,103.63,103.63
2787,them,PRON,15,15,103.63,103.63
2789,its,PRON,8,-8,55.27,55.27
2840,their,PRON,15,15,103.63,103.63
2861,it,PRON,5,5,12.42,-12.42
2885,It,PRON,5,5,12.42,-12.42
2910,I,PRON,4,-4,9.59,9.59
2922,it,PRON,5,5,12.42,-12.42
2939,it,PRON,5,5,12.42,-12.42
2944,whose,PRON,21,21,145.08,145.08
2946,it,PRON,5,5,12.42,-12.42
2962,It,PRON,5,5,12.42,-12.42
3013,its,PRON,8,-8,55.27,55.27
3017,it,PRON,5,5,12.42,-12.42
3052,its,PRON,8,-8,55.27,55.27
3071,what,PRON,17,17,117.45,117.45
3095,their,PRON,15,15,103.63,103.63
3111,who,PRON,17,17,117.45,117.45
3113,his,PRON,11,11,76.00,76.00
3120,his,PRON,11,11,76.00,76.00
3181,who,PRON,17,17,117.45,117.45
3214,It,PRON,5,5,12.42,-12.42
3232,its,PRON,8,-8,55.27,55.27
3252,it,PRON,5,5,12.42,-12.42
3257,it,PRON,5,5,12.42,-12.42
3274,its,PRON,8,-8,55.27,55.27
3277,his,PRON,11,11,76.00,76.00
3290,it,PRON,5,5,12.42,-12.42
3299,we,PRON,11,11,76.00,76.00
3317,who,PRON,17,17,117.45,117.45
3334,he,PRON,5,5,14.17,-14.17
3345,It,PRON,5,5,12.42,-12.42
3350,what,PRON,17,17,117.45,117.45
3384,its,PRON,8,-8,55.27,55.27
3420,its,PRON,8,-8,55.27,55.27
3444,we,PRON,11,11,76.00,76.00
3449,It,PRON,5,5,12.42,-12.42
3467,they,PRON,6,-6,41.45,41.45
3495,it,PRON,5,5,12.42,-12.42
3501,it,PRON,5,5,12.42,-12.42
3510,it,PRON,5,5,12.42,-12.42
3524,their,PRON,15,15,103.63,103.63
3533,their,PRON,15,15,103.63,103.63
3570,our,PRON,13,13,89.81,89.81
3593,it,PRON,5,5,12.42,-12.42
3607,its,PRON,8,-8,55.27,55.27
3687,he,PRON,5,5,14.17,-14.17
3691,its,PRON,8,-8,55.27,55.27
3738,he,PRON,5,5,14.17,-14.17
3793,his,PRON,11,11,76.00,76.00
3811,them,PRON,15,15,103.63,103.63
3821,our,PRON,13,13,89.81,89.81
3824,he,PRON,5,5,14.17,-14.17
3844,their,PRON,15,15,103.63,103.63
3850,they,PRON,6,-6,41.45,41.45
3856,their,PRON,15,15,103.63,103.63
3957,our,PRON,13,13,89.81,89.81
3989,him,PRON,17,17,117.45,117.45
4108,we,PRON,11,11,76.00,76.00
4126,their,PRON,15,15,103.63,103.63
4148,They,PRON,6,-6,41.45,41.45
4192,they,PRON,6,-6,41.45,41.45
4226,we,PRON,11,11,76.00,76.00
4231,our,PRON,13,13,89.81,89.81
4252,him,PRON,17,17,117.45,117.45
4285,we,PRON,11,11,76.00,76.00
4289,our,PRON,13,13,89.81,89.81
4299,his,PRON,11,11,76.00,76.00
4301,he,PRON,5,5,14.17,-14.17
4367,it,PRON,5,5,12.42,-12.42
4373,us,PRON,8,-8,55.27,55.27
4394,their,PRON,15,15,103.63,103.63
4409,They,PRON,6,-6,41.45,41.45
4429,our,PRON,13,13,89.81,89.81
4457,their,PRON,15,15,103.63,103.63
4463,us,PRON,8,-8,55.27,55.27
4558,their,PRON,15,15,103.63,103.63
4591,they,PRON,6,-6,41.45,41.45
4596,who,PRON,17,17,117.45,117.45
4599,them,PRON,15,15,103.63,103.63
4601,it,PRON,5,5,12.42,-12.42
4603,their,PRON,15,15,103.63,103.63
4625,it,PRON,5,5,12.42,-12.42
4671,them,PRON,15,15,103.63,103.63
4678,themselves,PRON,45,45,310.89,-310.89
4679,who,PRON,17,17,117.45,117.45
4690,themselves,PRON,45,45,310.89,-310.89
4696,our,PRON,13,13,89.81,89.81
4734,who,PRON,17,17,117.45,117.45
4736,their,PRON,15,15,103.63,103.63
4744,us,PRON,8,-8,55.27,55.27
4797,I,PRON,4,-4,9.59,9.59
4865,her,PRON,10,-10,69.09,69.09
4876,she,PRON,8,-8,55.27,55.27
4881,she,PRON,8,-8,55.27,55.27
4884,her,PRON,10,-10,69.09,69.09
4901,she,PRON,8,-8,55.27,55.27
4910,her,PRON,10,-10,69.09,69.09
4915,her,PRON,10,-10,69.09,69.09
4924,she,PRON,8,-8,55.27,55.27
4937,I,PRON,4,-4,9.59,9.59
4949,s,PRON,3,3,20.73,-20.73
4953,they,PRON,6,-6,41.45,41.45
4954,who,PRON,17,17,117.45,117.45
