Sequence,Word,Tag,T1_Raw,T1_Plot,T2_Raw,T2_Plot
50,I,PRON,4,-4,9.59,9.59
149,their,PRON,15,15,103.63,103.63
155,his,PRON,11,11,76.00,76.00
217,What,PRON,17,17,117.45,117.45
437,I,PRON,4,-4,9.59,9.59
493,what,PRON,17,17,117.45,117.45
498,who,PRON,17,17,117.45,117.45
517,I,PRON,4,-4,9.59,9.59
529,us,PRON,8,-8,55.27,55.27
531,our,PRON,13,13,89.81,89.81
543,them,PRON,15,15,103.63,103.63
552,us,PRON,8,-8,55.27,55.27
553,who,PRON,17,17,117.45,117.45
592,their,PRON,15,15,103.63,103.63
596,our,PRON,13,13,89.81,89.81
601,We,PRON,11,11,76.00,76.00
629,it,PRON,5,5,12.42,-12.42
635,what,PRON,17,17,117.45,117.45
643,me,PRON,10,-10,69.09,69.09
656,I,PRON,4,-4,9.59,9.59
669,them,PRON,15,15,103.63,103.63
699,them,PRON,15,15,103.63,103.63
708,I,PRON,4,-4,9.59,9.59
763,I,PRON,4,-4,9.59,9.59
783,It,PRON,5,5,12.42,-12.42
790,I,PRON,4,-4,9.59,9.59
804,they,PRON,6,-6,41.45,41.45
822,They,PRON,6,-6,41.45,41.45
826,my,PRON,9,9,62.18,-62.18
840,I,PRON,4,-4,9.59,9.59
861,them,PRON,15,15,103.63,103.63
870,She,PRON,8,-8,55.27,55.27
872,she,PRON,8,-8,55.27,55.27
877,her,PRON,10,-10,69.09,69.09
881,it,PRON,5,5,12.42,-12.42
890,she,PRON,8,-8,55.27,55.27
897,they,PRON,6,-6,41.45,41.45
904,inadvertently—that,PRON,55,55,379.98,379.98
922,his,PRON,11,11,76.00,76.00
932,I,PRON,4,-4,9.59,9.59
936,them,PRON,15,15,103.63,103.63
947,them,PRON,15,15,103.63,103.63
955,herself,PRON,32,-32,221.08,221.08
959,she,PRON,8,-8,55.27,55.27
970,it,PRON,5,5,12.42,-12.42
972,it,PRON,5,5,12.42,-12.42
978,she,PRON,8,-8,55.27,55.27
988,it,PRON,5,5,12.42,-12.42
990,its,PRON,8,-8,55.27,55.27
1001,what,PRON,17,17,117.45,117.45
1002,she,PRON,8,-8,55.27,55.27
1005,she,PRON,8,-8,55.27,55.27
1007,it,PRON,5,5,12.42,-12.42
1010,they,PRON,6,-6,41.45,41.45
1015,it,PRON,5,5,12.42,-12.42
1025,she,PRON,8,-8,55.27,55.27
1029,her,PRON,10,-10,69.09,69.09
1066,my,PRON,9,9,62.18,-62.18
1070,their,PRON,15,15,103.63,103.63
1072,it,PRON,5,5,12.42,-12.42
1129,her,PRON,10,-10,69.09,69.09
1132,Her,PRON,10,-10,69.09,69.09
1159,her,PRON,10,-10,69.09,69.09
1166,she,PRON,8,-8,55.27,55.27
1176,her,PRON,10,-10,69.09,69.09
1192,their,PRON,15,15,103.63,103.63
1200,him,PRON,17,17,117.45,117.45
1201,who,PRON,17,17,117.45,117.45
1231,who,PRON,17,17,117.45,117.45
1234,themselves,PRON,45,45,310.89,-310.89
1240,their,PRON,15,15,103.63,103.63
1254,it,PRON,5,5,12.42,-12.42
1258,them,PRON,15,15,103.63,103.63
1277,its,PRON,8,-8,55.27,55.27
1279,who,PRON,17,17,117.45,117.45
1283,their,PRON,15,15,103.63,103.63
1296,its,PRON,8,-8,55.27,55.27
1325,its,PRON,8,-8,55.27,55.27
1332,our,PRON,13,13,89.81,89.81
1346,its,PRON,8,-8,55.27,55.27
1368,Our,PRON,13,13,89.81,89.81
1374,It,PRON,5,5,12.42,-12.42
1382,Our,PRON,13,13,89.81,89.81
1384,our,PRON,13,13,89.81,89.81
